IDENTIFIER,TRAVEL_BEGIN_DT,TRAVEL_END_DT,TRAVEL_EXPENSE_CATEGORY,ACCOUNT,PROJECT_ID, AMOUNT 
NC2406054311,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  82.74 
NC2406054313,03/22/24,03/23/24,Other Ground Transportation,53141,769425-20190,  200.00 
NC2406054319,06/04/24,06/05/24,Mileage,53141,500039-02988,  93.80 
NC2406064346,03/05/24,03/07/24,Mileage,53141,485050-10614,  154.10 
NC2406064351,03/05/24,03/07/24,Mileage,53141,485050-10614,  135.34 
NC2406064376,05/17/24,05/18/24,Mileage,53141,573678,  264.65 
NC2406064381,06/03/24,,Mileage,53141,533929,  152.76 
NC2406064381,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406064383,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406064383,06/03/24,,Mileage,53141,533929,  34.17 
NC2406064385,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406064385,06/03/24,,Mileage,53141,533929,  3.35 
NC2406064386,06/03/24,,Mileage,53141,533929,  127.97 
NC2406064386,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406064390,05/20/24,,Mileage,53141,662685,  15.41 
NC2406064410,04/21/24,04/22/24,Other Ground Transportation,53141,201056,  3.07 
NC2406064410,04/21/24,04/22/24,Mileage,53141,201056,  255.94 
NC2406064414,05/14/24,05/16/24,Other Ground Transportation,53141,500254,  10.00 
NC2406074467,06/03/24,,Mileage,53141,533929,  94.47 
NC2406074475,05/20/24,05/23/24,Other Ground Transportation,53141,257245,  141.01 
NC2406074475,05/20/24,05/23/24,Mileage,53141,257245,  56.28 
NC2406074507,04/16/24,,Mileage,53141,201359-05142,  97.82 
NC2406074514,05/20/24,05/24/24,Other Ground Transportation,53141,765520,  134.80 
NC2406074526,06/03/24,,Mileage,53141,533929,  95.81 
NC2406074529,05/25/24,05/31/24,Other Ground Transportation,53141,583950,  18.08 
NC2406074529,05/25/24,05/31/24,Mileage,53141,583950,  10.72 
NC2406084564,05/12/24,05/14/24,Other Ground Transportation,53141,201372-05232,  39.00 
NC2406084567,05/25/24,06/02/24,Mileage,53141,257372-02841,  40.20 
NC2406084567,05/25/24,06/02/24,Other Ground Transportation,53141,257372-02841,  14.80 
NC2406084568,05/24/24,06/04/24,Other Ground Transportation,53141,257372-02841,  86.69 
NC2406084569,05/23/24,06/04/24,Other Ground Transportation,53141,257372-02841,  7.77 
NC2406094577,05/24/24,06/04/24,Other Ground Transportation,53141,257372-02841,  33.89 
NC2406104675,04/10/24,04/12/24,Other Ground Transportation,53141,371514,  250.00 
NC2406104684,05/29/24,05/31/24,Other Ground Transportation,53141,201359-05142,  42.00 
NC2406104684,05/29/24,05/31/24,Mileage,53141,201359-05142,  372.52 
NC2406104689,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  21.51 
NC2406104690,06/07/24,06/07/24,Mileage,53141,355016-09701,  99.16 
NC2406104702,05/17/24,05/19/24,Mileage,53141,573678,  264.65 
NC2406104707,05/20/24,06/01/24,Other Ground Transportation,53141,566960-09886,  51.00 
NC2406104707,05/20/24,06/01/24,Mileage,53141,566960-09886,  139.36 
NC2406104714,02/02/24,02/04/24,Mileage,53141,376417-11217,  57.62 
NC2406104718,03/08/24,03/10/24,Mileage,53141,376417-11217,  191.62 
NC2406104723,02/09/24,,Mileage,53141,376417-11217,  249.24 
NC2406104725,05/20/24,05/22/24,Other Ground Transportation,53141,566960-09886,  107.11 
NC2406104740,05/19/24,05/23/24,Mileage,53141,368141-10024,  277.38 
NC2406104769,05/28/24,06/02/24,Other Ground Transportation,53141,567924,  67.89 
NC2406104774,03/01/24,03/02/24,Mileage,53141,376417-11217,  281.40 
NC2406104784,03/21/24,,Mileage,53141,376417-11217,  367.16 
NC2406104789,04/12/24,04/13/24,Mileage,53141,376417-11217,  219.76 
NC2406104796,04/27/24,04/28/24,Mileage,53141,376417-11217,  281.40 
NC2406104811,05/30/24,06/08/24,Other Ground Transportation,53141,257585-03032,  27.00 
NC2406114888,06/02/24,06/09/24,Other Ground Transportation,53141,568319-09942,  78.54 
NC2406114890,06/03/24,06/05/24,Other Ground Transportation,53141,271240,  200.68 
NC2406114894,05/29/24,06/01/24,Other Ground Transportation,53141,535873,  79.66 
NC2406124967,05/21/24,05/26/24,Other Ground Transportation,53141,532087,  25.44 
NC2406124988,06/06/24,06/06/24,Mileage,53141,214020-00005,  101.84 
NC2406135057,04/28/24,04/30/24,Other Ground Transportation,53141,583949,  11.45 
NC2406135080,05/27/24,06/01/24,Other Ground Transportation,53141,561164,  5.00 
NC2406135097,05/29/24,06/01/24,Other Ground Transportation,53141,535873,  316.16 
NC2406135110,04/25/24,04/26/24,Other Ground Transportation,53141,762150,  60.78 
NC2406135114,05/12/24,05/15/24,Other Ground Transportation,53141,762575,  26.01 
NC2406135116,05/12/24,05/28/24,Other Ground Transportation,53141,376532-61005,  22.01 
NC2406135125,05/11/24,06/04/24,Other Ground Transportation,53141,375964,  62.44 
NC2406145139,05/01/24,05/04/24,Other Ground Transportation,53141,201400,  85.00 
NC2406145142,05/13/24,06/08/24,Other Ground Transportation,53141,376532-61002,  881.42 
NC2406145155,05/24/24,06/09/24,Other Ground Transportation,53141,257245,  9.29 
NC2406145161,04/22/24,04/22/24,Mileage,53141,762150,  152.76 
NC2406145166,04/21/24,04/23/24,Mileage,53141,201580-10001,  335.67 
NC2406145178,03/02/24,03/19/24,Other Ground Transportation,53141,201573,  194.62 
NC2406145179,04/03/24,04/05/24,Mileage,53141,201580-10001,  98.49 
NC2406145179,04/03/24,04/05/24,Other Ground Transportation,53141,201580-10001,  103.83 
NC2406145185,04/24/24,04/26/24,Other Ground Transportation,53141,201580-10001,  84.58 
NC2406145214,06/09/24,06/14/24,Other Ground Transportation,53141,376203,  115.05 
NC2406145222,06/03/24,,Mileage,53141,533929,  202.34 
NC2406145232,05/06/24,06/20/24,Other Ground Transportation,53141,535806,  81.13 
NC2406175314,06/09/24,06/13/24,Other Ground Transportation,53141,201501,  287.66 
NC2406175320,05/28/24,06/07/24,Mileage,53141,444052-02795,  236.51 
NC2406175330,05/20/24,05/23/24,Mileage,53141,566960-09886,  148.07 
NC2406175330,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  72.30 
NC2406175346,05/20/24,05/25/24,Mileage,53141,566960-09886,  150.08 
NC2406175346,05/20/24,05/25/24,Other Ground Transportation,53141,566960-09886,  94.06 
NC2406175373,06/25/24,06/29/24,Other Ground Transportation,53141,201333-03054,  59.00 
NC2406175375,05/20/24,05/24/24,Other Ground Transportation,53141,566960-09886,  196.51 
NC2406175376,06/12/24,06/12/24,Mileage,53141,762092-01117,  174.87 
NC2406175382,05/20/24,05/23/24,Mileage,53141,566960-09886,  116.58 
NC2406175382,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  92.84 
NC2406175394,05/20/24,05/24/24,Other Ground Transportation,53141,566960-09886,  99.87 
NC2406175394,05/20/24,05/24/24,Mileage,53141,566960-09886,  60.30 
NC2406175403,03/27/24,03/30/24,Other Ground Transportation,53141,674519,  252.65 
NC2406185426,04/17/24,04/19/24,Other Ground Transportation,53141,531555,  95.44 
NC2406185464,05/14/24,07/26/24,Mileage,53141,631262-60001,  486.42 
NC2406185473,05/17/24,05/25/24,Other Ground Transportation,53141,500872,  20.05 
NC2406195518,06/06/24,06/06/24,Other Ground Transportation,53141,762710-10001,  97.56 
NC2406195540,05/08/24,05/11/24,Other Ground Transportation,53141,769432-99961,  81.24 
NC2406195547,04/02/24,04/04/24,Other Ground Transportation,53141,201558,  82.34 
NC2406195553,05/06/24,05/10/24,Mileage,53141,531995-09946,  53.60 
NC2406195553,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  204.30 
NC2406195565,05/06/24,05/10/24,Mileage,53141,531995-09946,  36.18 
NC2406205612,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  97.28 
NC2406205617,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  101.29 
NC2406205656,05/13/24,06/13/24,Other Ground Transportation,53141,376532-61006,  58.56 
NC2406205660,06/11/24,06/12/24,Other Ground Transportation,53141,761020-04006,  85.90 
NC2406215688,06/18/24,,Mileage,53141,500251,  115.24 
NC2406215730,03/21/24,03/22/24,Other Ground Transportation,53141,201359-05142,  67.41 
NC2406245793,06/17/24,06/19/24,Other Ground Transportation,53141,500005,  80.01 
NC2406245842,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  30.14 
NC2406245843,06/15/24,06/19/24,Mileage,53141,568141,  53.60 
NC2406245843,06/15/24,06/19/24,Other Ground Transportation,53141,568141,  172.49 
NC2406245847,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  149.53 
NC2406245862,05/28/24,06/01/24,Mileage,53141,444052-02859,  961.45 
NC2406245890,06/16/24,06/20/24,Other Ground Transportation,53141,201558,  85.24 
NC2406255924,06/09/24,06/12/24,Other Ground Transportation,53141,583500,  65.32 
NC2406255924,06/09/24,06/12/24,Mileage,53141,583500,  34.84 
NC2406255950,06/09/24,06/12/24,Mileage,53141,583500,  497.14 
NC2406255985,06/16/24,06/21/24,Other Ground Transportation,53141,500005,  345.85 
NC2406255992,05/05/24,06/08/24,Other Ground Transportation,53141,991465,  23.95 
NC2406266018,03/23/24,03/25/24,Other Ground Transportation,53141,257367-05145,  53.34 
NC2406266047,06/16/24,06/19/24,Other Ground Transportation,53141,533026,  151.84 
NC2406266048,04/28/24,04/30/24,Other Ground Transportation,53141,762150,  30.00 
NC2406266048,04/28/24,04/30/24,Mileage,53141,762150,  69.01 
NC2406276098,06/17/24,06/19/24,Other Ground Transportation,53141,429552-02915,  205.31 
NC2406276126,06/16/24,06/19/24,Other Ground Transportation,53141,201586-50018,  64.45 
NC2406276126,06/16/24,06/19/24,Mileage,53141,201586-50018,  20.10 
NC2406276138,07/18/24,07/19/24,Mileage,53141,662131,  263.98 
NC2406276144,06/14/24,06/21/24,Other Ground Transportation,53141,662535-45481,  340.04 
NC2406286181,06/26/24,06/28/24,Mileage,53141,991778-02888,  288.10 
NC2406286185,06/03/24,06/08/24,Mileage,53141,761104-99980,  239.86 
NC2406286185,06/03/24,06/08/24,Other Ground Transportation,53141,761104-99980,  114.00 
NC2406286208,05/08/24,05/10/24,Other Ground Transportation,53141,769432-99961,  57.67 
NC2407016359,06/10/24,,Mileage,53141,662685,  30.82 
NC2407016376,06/16/24,06/21/24,Mileage,53141,993064-40930,  20.10 
NC2407016399,06/23/24,06/25/24,Other Ground Transportation,53141,355019,  56.39 
NC2407016399,06/23/24,06/25/24,Mileage,53141,355019,  111.22 
NC2407016404,06/26/24,06/26/24,Mileage,53141,201473-02142,  33.50 
NC2407016412,06/12/24,,Mileage,53141,535646-10648,  125.96 
NC2407016417,06/09/24,06/11/24,Mileage,53141,355021,  272.02 
NC2407016432,05/08/24,05/14/24,Mileage,53141,204400-04329,  9.04 
NC2407016432,05/08/24,05/14/24,Other Ground Transportation,53141,204400-04329,  55.54 
NC2407016432,05/08/24,05/14/24,Mileage,53141,569311,  9.05 
NC2407016432,05/08/24,05/14/24,Other Ground Transportation,53141,569311,  55.55 
NC2407016438,05/19/24,05/21/24,Mileage,53141,422050-05232,  426.12 
NC2407016442,05/10/24,06/23/24,Other Ground Transportation,53141,531982,  89.44 
NC2407016457,06/16/24,06/21/24,Other Ground Transportation,53141,534881,  48.89 
NC2407016480,03/31/24,04/03/24,Mileage,53141,201585-10801,  24.79 
NC2407016480,03/31/24,04/03/24,Other Ground Transportation,53141,201585-10801,  44.15 
NC2407016505,06/23/24,06/27/24,Other Ground Transportation,53141,568052,  107.35 
NC2407026535,06/16/24,06/22/24,Other Ground Transportation,53141,993064-40930,  113.31 
NC2407026540,06/11/24,06/15/24,Mileage,53141,201465,  89.78 
NC2407026547,06/18/24,,Mileage,53141,211462,  87.10 
NC2407026551,05/22/24,05/24/24,Mileage,53141,201640-83023,  293.46 
NC2407026556,06/03/24,,Mileage,53141,497050-10621,  133.33 
NC2407026576,04/29/24,05/01/24,Other Ground Transportation,53141,201475,  76.85 
NC2407026594,06/23/24,06/29/24,Other Ground Transportation,53141,534898,  122.19 
NC2407026597,05/05/24,05/24/24,Other Ground Transportation,53141,769440,  21.10 
NC2407036653,06/09/24,06/14/24,Other Ground Transportation,53141,765494,  362.08 
NC2407036658,05/29/24,05/31/24,Mileage,53141,422050-05232,  24.12 
NC2407036687,12/09/23,12/15/23,Other Ground Transportation,53141,354031,  25.00 
NC2407036729,06/21/24,06/29/24,Mileage,53141,763622,  37.52 
NC2407046746,06/02/24,06/09/24,Other Ground Transportation,53141,568319-09942,  89.85 
NC2407046749,06/18/24,06/18/24,Mileage,53141,534068-02949,  40.20 
NC2407056759,06/21/24,06/30/24,Other Ground Transportation,53141,566054,  50.06 
NC2407086854,06/18/24,06/23/24,Other Ground Transportation,53141,201637-40709,  26.59 
NC2407086854,06/18/24,06/23/24,Other Ground Transportation,53141,207640-46424,  26.60 
NC2407086891,06/18/24,06/23/24,Other Ground Transportation,53141,534059,  108.14 
NC2407086914,05/30/24,06/15/24,Other Ground Transportation,53141,991465,  14.05 
NC2407086915,06/09/24,06/12/24,Other Ground Transportation,53141,583500,  162.08 
NC2407086925,06/23/24,06/29/24,Other Ground Transportation,53141,534258,  62.11 
NC2407086929,05/08/24,05/10/24,Other Ground Transportation,53141,769432-99961,  204.04 
NC2407086941,06/08/24,06/13/24,Mileage,53141,535636-02858,  170.18 
NC2407086959,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  168.10 
NC2407096988,06/17/24,06/19/24,Other Ground Transportation,53141,534245,  50.91 
NC2407096992,06/25/24,06/27/24,Mileage,53141,375876-22925,  265.99 
NC2407097018,06/16/24,06/19/24,Other Ground Transportation,53141,257235,  22.10 
NC2407097039,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  56.39 
NC2407097044,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  349.83 
NC2407097054,06/21/24,06/29/24,Other Ground Transportation,53141,215030,  178.50 
NC2407097057,06/18/24,06/20/24,Other Ground Transportation,53141,201474,  38.51 
NC2407097061,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  69.24 
NC2407107079,06/23/24,06/28/24,Mileage,53141,201501,  254.60 
NC2407107100,06/23/24,06/29/24,Other Ground Transportation,53141,534898,  208.95 
NC2407107116,05/30/24,06/12/24,Other Ground Transportation,53141,376532-62001,  16.81 
NC2407107119,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  48.96 
NC2407117145,06/16/24,06/19/24,Other Ground Transportation,53141,500443,  45.42 
NC2407117147,04/17/24,04/19/24,Other Ground Transportation,53141,201475,  50.00 
NC2407117154,03/27/24,03/31/24,Other Ground Transportation,53141,769432-99961,  134.41 
NC2407117156,04/07/24,04/07/24,Mileage,53141,567617,  21.44 
NC2407117156,04/07/24,04/07/24,Other Ground Transportation,53141,567617,  20.00 
NC2407117158,04/25/24,05/30/24,Other Ground Transportation,53141,376532-61004,  121.28 
NC2407117183,04/17/24,04/19/24,Other Ground Transportation,53141,672429,  150.29 
NC2407127196,06/23/24,,Mileage,53141,532184,  235.84 
NC2407127199,06/17/24,06/20/24,Other Ground Transportation,53141,201472,  40.68 
NC2407127204,05/08/24,05/11/24,Other Ground Transportation,53141,769432-99961,  257.57 
NC2407127207,06/24/24,07/04/24,Mileage,53141,375570-10239,  80.40 
NC2407127207,06/24/24,07/04/24,Other Ground Transportation,53141,375570-10239,  309.21 
NC2407127212,05/24/24,06/30/24,Other Ground Transportation,53141,991465,  39.42 
NC2407127222,05/30/24,06/13/24,Other Ground Transportation,53141,991465,  26.99 
NC2407127229,06/23/24,,Mileage,53141,532184,  113.23 
NC2407127231,05/08/24,05/10/24,Other Ground Transportation,53141,769432-99961,  91.58 
NC2407127246,06/23/24,,Mileage,53141,532184,  180.90 
NC2407127251,06/23/24,,Mileage,53141,532184,  278.72 
NC2407127252,04/28/24,05/01/24,Mileage,53141,660062-05279,  20.10 
NC2407127252,04/28/24,05/01/24,Other Ground Transportation,53141,660062-05279,  108.00 
NC2407127263,06/03/24,06/09/24,Other Ground Transportation,53141,573657,  49.85 
NC2407157328,07/08/24,07/10/24,Mileage,53141,429350-02799,  188.94 
NC2407157335,06/15/24,06/25/24,Other Ground Transportation,53141,201553,  220.00 
NC2407157364,06/08/24,06/16/24,Other Ground Transportation,53141,568485-09953,  29.00 
NC2407157366,06/08/24,06/16/24,Other Ground Transportation,53141,568485-09953,  29.14 
NC2407167410,05/08/24,05/10/24,Other Ground Transportation,53141,769432-99961,  188.92 
NC2407167440,07/10/24,07/11/24,Other Ground Transportation,53141,215141-10011,  166.05 
NC2407167459,06/23/24,06/28/24,Other Ground Transportation,53141,201402-10515,  160.57 
NC2407177474,07/10/24,07/13/24,Other Ground Transportation,53141,583219,  107.93 
NC2407177485,06/07/24,,Mileage,53141,991687-13306,  462.30 
NC2407177504,05/11/24,05/11/24,Mileage,53141,257522-20230,  172.19 
NC2407177506,07/05/24,07/13/24,Other Ground Transportation,53141,201472,  88.81 
NC2407177509,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  246.87 
NC2407177509,06/03/24,06/05/24,Mileage,53141,573657,  168.17 
NC2407187542,07/09/24,07/10/24,Other Ground Transportation,53141,215141-10011,  25.94 
NC2407187543,07/01/24,07/03/24,Other Ground Transportation,53141,769368,  49.70 
NC2407187548,07/11/24,07/14/24,Other Ground Transportation,53141,371391,  59.08 
NC2407187583,06/01/24,06/05/24,Other Ground Transportation,53141,573657,  40.05 
NC2407187589,07/07/24,07/12/24,Mileage,53141,567788,  206.36 
NC2407187590,07/08/24,07/12/24,Mileage,53141,567788,  160.80 
NC2407187591,07/08/24,07/12/24,Mileage,53141,567788,  234.50 
NC2407187603,07/07/24,07/12/24,Mileage,53141,567788,  207.70 
NC2407187605,07/07/24,07/12/24,Mileage,53141,567788,  255.94 
NC2407187607,07/07/24,07/12/24,Mileage,53141,567788,  284.08 
NC2407187610,07/08/24,07/12/24,Mileage,53141,567788,  68.34 
NC2407197687,05/27/24,06/21/24,Other Ground Transportation,53141,376532-61002,  92.50 
NC2407197706,05/14/24,06/11/24,Other Ground Transportation,53141,376532-61001,  416.68 
NC2407207728,07/09/24,07/11/24,Mileage,53141,257640-83022,  388.60 
NC2407227828,04/09/24,04/10/24,Other Ground Transportation,53141,201461,  109.15 
NC2407227832,06/03/24,06/05/24,Other Ground Transportation,53141,573657,  77.43 
NC2407227869,07/22/24,,Mileage,53141,486950-10615,  69.68 
NC2407227878,07/16/24,07/20/24,Other Ground Transportation,53141,572803,  34.42 
NC2407237887,07/08/24,07/10/24,Other Ground Transportation,53141,769368,  62.87 
NC2407237989,06/27/24,07/13/24,Other Ground Transportation,53141,991465,  114.69 
NC2407237991,07/15/24,07/22/24,Other Ground Transportation,53141,531837,  49.28 
NC2407237992,07/19/24,,Mileage,53141,257522-20230,  163.48 
NC2407247994,07/10/24,07/11/24,Mileage,53141,218440,  221.10 
NC2407247995,06/07/24,06/07/24,Mileage,53141,218440,  25.46 
NC2407247997,06/10/24,06/10/24,Mileage,53141,218440,  31.49 
NC2407248001,02/22/24,02/23/24,Other Ground Transportation,53141,201475,  59.18 
NC2407248001,02/22/24,02/23/24,Mileage,53141,201475,  18.76 
NC2407248003,07/05/24,,Mileage,53141,662685,  36.18 
NC2407248041,05/08/24,05/12/24,Other Ground Transportation,53141,769432-99961,  102.86 
NC2407248053,07/07/24,07/12/24,Mileage,53141,533756,  20.10 
NC2407248053,07/07/24,07/12/24,Other Ground Transportation,53141,533756,  15.00 
NC2407248058,07/09/24,07/10/24,Mileage,53141,218440,  22.78 
NC2407248081,06/03/24,06/07/24,Other Ground Transportation,53141,500826,  64.30 
NC2407248098,07/24/24,07/24/24,Mileage,53141,257640-83022,  128.64 
NC2407258115,06/24/24,07/12/24,Other Ground Transportation,53141,566849,  35.09 
NC2407258118,07/21/24,07/23/24,Mileage,53141,371391,  227.80 
NC2407258118,07/21/24,07/23/24,Other Ground Transportation,53141,371391,  13.92 
NC2407258127,07/14/24,07/19/24,Other Ground Transportation,53141,201463,  52.00 
NC2407258150,07/01/24,07/05/24,Other Ground Transportation,53141,257585-03034,  25.29 
NC2407258170,07/15/24,07/20/24,Mileage,53141,567788,  138.02 
NC2407258174,07/15/24,07/19/24,Mileage,53141,567788,  234.50 
NC2407258176,07/14/24,07/19/24,Mileage,53141,567788,  206.36 
NC2407258177,07/15/24,07/19/24,Mileage,53141,567788,  154.10 
NC2407258178,07/14/24,07/19/24,Mileage,53141,567788,  187.60 
NC2407258179,07/14/24,07/19/24,Mileage,53141,567788,  207.70 
NC2407258180,07/14/24,07/19/24,Mileage,53141,567788,  255.94 
NC2407258183,07/14/24,07/19/24,Mileage,53141,567788,  284.08 
NC2407258186,07/07/24,07/19/24,Mileage,53141,567788,  156.78 
NC2407258188,07/15/24,07/19/24,Mileage,53141,567788,  205.02 
NC2407268262,06/27/24,07/01/24,Other Ground Transportation,53141,531555,  163.45 
NC2407298382,05/19/24,07/27/24,Other Ground Transportation,53141,563014,  86.05 
NC2407298383,07/21/24,07/25/24,Other Ground Transportation,53141,661361,  94.26 
NC2407298383,07/21/24,07/25/24,Other Ground Transportation,53141,769421,  57.78 
NC2407298404,05/18/24,07/27/24,Other Ground Transportation,53141,563014,  122.77 
NC2407298413,05/08/24,05/12/24,Other Ground Transportation,53141,769432-99961,  59.80 
NC2407298424,07/12/24,07/19/24,Other Ground Transportation,53141,573657,  135.10 
NC2407298434,05/19/24,07/27/24,Other Ground Transportation,53141,563014,  99.67 
NC2407298435,05/19/24,07/29/24,Other Ground Transportation,53141,563014,  185.44 
NC2407298438,07/14/24,07/18/24,Other Ground Transportation,53141,573631,  529.91 
NC2407298442,05/19/24,07/27/24,Mileage,53141,563014,  495.80 
NC2407308475,07/16/24,07/17/24,Other Ground Transportation,53141,687549,  260.42 
NC2407308477,06/08/24,06/28/24,Other Ground Transportation,53141,376532-62004,  138.09 
NC2407308477,06/08/24,06/28/24,Other Ground Transportation,53141,663545,  18.71 
NC2407308479,05/19/24,07/27/24,Other Ground Transportation,53141,563014,  55.90 
NC2407308481,05/19/24,07/27/24,Other Ground Transportation,53141,563014,  109.86 
NC2407308486,06/12/24,06/27/24,Other Ground Transportation,53141,376532-62004,  34.95 
NC2407308504,07/24/24,07/26/24,Mileage,53141,429350-03046,  4.69 
NC2407308504,07/24/24,07/26/24,Other Ground Transportation,53141,429350-03046,  36.00 
NC2407308514,06/27/24,07/08/24,Other Ground Transportation,53141,376532-62003,  99.91 
NC2407308527,05/08/24,05/09/24,Other Ground Transportation,53141,769432-99961,  221.60 
NC2407318547,05/08/24,05/11/24,Other Ground Transportation,53141,769432-99961,  161.22 
NC2407318557,07/22/24,07/29/24,Other Ground Transportation,53141,500986,  102.65 
NC2407318557,07/22/24,07/29/24,Mileage,53141,500986,  38.19 
NC2407318568,07/22/24,07/25/24,Other Ground Transportation,53141,534144,  25.93 
NC2407318568,07/22/24,07/25/24,Other Ground Transportation,53141,201473-20192,  22.99 
NC2407318602,07/23/24,,Mileage,53141,201437,  353.76 
NC2407318603,07/08/24,07/10/24,Mileage,53141,569381,  180.90 
NC2407318608,07/08/24,07/10/24,Mileage,53141,569381,  52.26 
NC2407318616,07/08/24,07/10/24,Mileage,53141,569381,  131.32 
NC2407318621,07/22/24,07/24/24,Other Ground Transportation,53141,376456,  26.00 
NC2407318625,07/22/24,07/24/24,Other Ground Transportation,53141,376456,  63.25 
NC2407318628,07/08/24,07/10/24,Mileage,53141,569381,  127.30 
NC2407318630,05/18/24,07/28/24,Mileage,53141,563014,  31.49 
NC2407318630,05/18/24,07/28/24,Other Ground Transportation,53141,563014,  68.94 
NC2407318632,07/08/24,07/10/24,Mileage,53141,569381,  29.48 
NC2407318642,07/08/24,07/10/24,Mileage,53141,569381,  107.20 
NC2407318644,05/20/24,05/24/24,Other Ground Transportation,53141,531995-09946,  187.32 
NC2407318646,07/08/24,07/10/24,Mileage,53141,569381,  46.23 
NC2407318648,07/08/24,07/10/24,Mileage,53141,569381,  112.56 
NC2407318651,07/08/24,07/09/24,Mileage,53141,569381,  18.76 
NC2408018691,05/26/24,07/31/24,Mileage,53141,575044,  500.49 
NC2408018693,05/26/24,07/31/24,Mileage,53141,575044,  300.16 
NC2408018697,05/27/24,07/31/24,Mileage,53141,575044,  500.49 
NC2408018702,07/01/24,07/05/24,Mileage,53141,201501,  377.88 
NC2408018704,05/26/24,07/31/24,Mileage,53141,575044,  500.49 
NC2408018714,04/17/24,04/21/24,Other Ground Transportation,53141,762575,  118.25 
NC2408018716,05/25/24,07/31/24,Mileage,53141,575044,  500.49 
NC2408018717,05/26/24,07/31/24,Mileage,53141,575044,  500.49 
NC2408018718,06/04/24,,Mileage,53141,573805,  151.42 
NC2408018721,05/26/24,08/03/24,Mileage,53141,575044,  300.16 
NC2408018738,07/12/24,07/19/24,Other Ground Transportation,53141,573657,  41.31 
NC2408028803,07/09/24,07/09/24,Other Ground Transportation,53141,371417,  29.98 
NC2408028812,05/25/24,07/31/24,Other Ground Transportation,53141,501052,  33.65 
NC2408028815,05/19/24,07/27/24,Other Ground Transportation,53141,563014,  60.98 
NC2408028819,05/26/24,07/31/24,Other Ground Transportation,53141,501052,  54.59 
NC2408028836,07/13/24,07/16/24,Mileage,53141,660122-22792,  635.16 
NC2408028852,07/21/24,07/24/24,Other Ground Transportation,53141,401750-20311,  70.75 
NC2408028895,07/09/24,,Mileage,53141,350113,  265.32 
NC2408058966,06/09/24,06/12/24,Other Ground Transportation,53141,535636-02858,  22.28 
NC2408058973,07/20/24,07/25/24,Other Ground Transportation,53141,535908,  88.65 
NC2408058992,07/20/24,07/25/24,Other Ground Transportation,53141,535908,  130.19 
NC2408058996,07/21/24,07/25/24,Other Ground Transportation,53141,201473-20192,  41.82 
NC2408059040,07/26/24,08/01/24,Other Ground Transportation,53141,201359-05142,  255.39 
NC2408059078,07/14/24,07/16/24,Mileage,53141,575011,  76.38 
NC2408059088,07/15/24,07/16/24,Mileage,53141,575011,  262.64 
NC2408069118,07/14/24,07/16/24,Mileage,53141,575011,  105.86 
NC2408069125,07/27/24,07/30/24,Other Ground Transportation,53141,429350-03046,  46.97 
NC2408069157,07/28/24,07/30/24,Other Ground Transportation,53141,201359-05142,  76.83 
NC2408069168,07/14/24,07/16/24,Mileage,53141,575011,  100.50 
NC2408079211,07/11/24,,Mileage,53141,661327-10932,  105.19 
NC2408079212,06/18/24,,Mileage,53141,661327,  397.98 
NC2408079217,07/14/24,07/16/24,Mileage,53141,575011,  69.68 
NC2408079219,07/14/24,07/16/24,Mileage,53141,575011,  45.56 
NC2408079222,05/18/24,07/27/24,Mileage,53141,563014,"  1,038.50 "
NC2408079231,07/14/24,07/16/24,Mileage,53141,575011,  40.20 
NC2408079233,07/14/24,07/16/24,Mileage,53141,575011,  116.58 
NC2408079236,07/14/24,07/16/24,Mileage,53141,575011,  93.80 
NC2408079238,07/14/24,07/16/24,Mileage,53141,575011,  45.56 
NC2408079239,07/14/24,07/16/24,Mileage,53141,575011,  89.78 
NC2408079241,07/14/24,07/16/24,Mileage,53141,575011,  83.08 
NC2408079242,07/27/24,07/27/24,Other Ground Transportation,53141,563014,  71.06 
NC2408079244,07/14/24,07/16/24,Mileage,53141,575011,  112.56 
NC2408079251,07/14/24,07/16/24,Mileage,53141,575011,  38.86 
NC2408079257,06/15/24,07/20/24,Mileage,53141,991465,  60.30 
NC2408079279,06/16/24,07/31/24,Other Ground Transportation,53141,257583-60626,  86.70 
NC2408079289,04/14/24,,Mileage,53141,469320-10104,  176.21 
NC2408079294,04/14/24,,Mileage,53141,469320-10104,  164.82 
